id,name,lat,lon,subway,suburban
692532,"Pflugacker, Hamburg",53.61368,9.898346,False,False
692539,"Lohkampstraße 45, Hamburg",53.609913,9.898912,False,False
692543,"Eidelstedter Platz, Hamburg",53.608178,9.904602,False,False
692546,"Wördemanns Weg, Hamburg",53.599728,9.91725,False,False
692552,"Wegenkamp, Hamburg",53.599,9.925583,False,False
692598,"Franzosenkoppel, Hamburg",53.600879,9.880188,False,False
692603,"Lüdersring, Hamburg",53.596996,9.885446,False,False
692691,"Friedhof Holstenkamp, Hamburg",53.571745,9.913169,False,False
692696,"Stutsmoor, Hamburg",53.572779,9.887065,False,False
692709,"Langkamp, Hamburg",53.563025,9.864825,False,False
692715,"Bahrenfelder Marktplatz, Hamburg",53.564464,9.90178,False,False
692735,"Marxsenweg, Hamburg",53.554827,9.866605,False,False
692739,"Reventlowstraße, Hamburg",53.5524,9.89057,False,False
692740,"Agathe-Lasch-Weg, Hamburg",53.55267,9.89449,False,False
692744,"Hohenzollernring, Hamburg",53.548643,9.916306,False,False
692769,"Neumühler Kirchenweg, Hamburg",53.544759,9.925682,False,False
692840,"Meiendorfer Weg, Hamburg",53.638804,10.156121,True,False
692905,"Brombeerweg (West), Hamburg",53.628278,10.026523,False,False
692974,"Fabriciusstraße (Mitte), Hamburg",53.604978,10.066031,False,False
692976,"Gustav-Seitz-Weg, Hamburg",53.608655,10.063469,False,False
692984,"Gründgensstraße (West), Hamburg",53.611477,10.045787,False,False
693015,"Schmuckshöhe, Hamburg",53.611783,10.036861,False,False
693048,"Berne (Kriegkamp) (U), Hamburg",53.626211,10.139625,True,False
693064,"Gerstenwiese, Hamburg",53.618363,10.1604,False,False
693078,"Theodor-Storm-Straße, Hamburg",53.593067,10.160795,False,False
693094,"Hoffmannstieg, Hamburg",53.603306,10.179798,False,False
693114,"Swebenhöhe, Hamburg",53.60976,10.108586,False,False
693117,"Tegelweg, Hamburg",53.605904,10.106833,False,False
693141,"Pflegezentrum Farmsen, Hamburg",53.613716,10.114869,False,False
693149,"Rentenversicherung Nord, Hamburg",53.592114,10.108712,False,False
693158,"Barmwisch, Hamburg",53.597068,10.091713,False,False
693193,"Am Jenfelder Moor, Hamburg",53.576509,10.113799,False,False
693206,"Denksteinweg, Hamburg",53.571125,10.13131,False,False
693212,"Potsdamer Straße, Hamburg",53.585894,10.148624,False,False
693229,"Friedhof Öjendorf (Süd-Ring), Hamburg",53.554207,10.123535,False,False
693268,"Gymnasium Marienthal, Hamburg",53.566351,10.107129,False,False
693350,"Kirchdorfer Straße (Museum Elbinsel), Hamburg",53.490986,10.019044,False,False
693357,"Hovestraße 44, Hamburg",53.5227,10.030416,False,False
693367,"Fiskalische Straße (Energieberg), Hamburg",53.516174,10.020428,False,False
693373,"Thielenstraße (Ost), Hamburg",53.500955,10.013462,False,False
693397,"Steinwerder (Alter Elbtunnel), Hamburg",53.541433,9.9659,False,False
693547,"Wendts Weg, Hamburg",53.468585,10.011925,False,False
693553,"Großmoorring, Hamburg",53.456629,10.008626,False,False
693686,"Rönneburger Kirchweg, Hamburg",53.428475,9.982215,False,False
693724,"Kasernenstraße (TU, Hamburg",53.463856,9.969648,False,False
693843,"Süderelbe (Süd), Hamburg",53.470158,9.993964,False,False
693848,"Unterelbestraße, Hamburg",53.466724,9.972076,False,False
693851,"Harburger Ring, Hamburg",53.458211,9.984606,False,False
